[MCMC_samples]
report.type: MCMC_samples
mcmc_samples:
catchability[CPUEq].q process[BHrecruitment].r0 selectivity[FishingSel].a50 selectivity[FishingSel].ato95
6.86623e-005 578500 7.84806 2.65304
9.92439e-005 463555 8.24359 3.1637
0.000146949 334213 8.53546 3.54362
0.000165769 309768 8.95318 3.44773
0.000183129 276968 9.10111 3.43559
0.000177487 287209 9.35735 3.81945
0.000223615 264765 8.88091 3.54772
0.0001816 296972 9.17656 3.86739
0.000218988 279929 9.92097 3.74312
0.000179171 267355 8.51279 3.22006
0.000152459 337756 8.64334 3.1507
0.000152315 320049 8.55851 3.33077
0.000143 346862 8.81795 4.16336
8.37205e-005 535722 8.62475 3.63437
9.12711e-005 470665 8.68979 3.69943
0.000119961 365845 8.47143 2.87617
0.000144731 348347 8.76443 3.87327
0.000107175 404450 8.53188 3.99841
8.94359e-005 483203 8.48496 3.26167
0.000125178 356325 8.26443 3.25494
0.000145396 326799 9.06922 3.54439
0.00015802 274576 8.31328 2.71182
0.000167632 309888 9.18229 3.9855
0.000147782 293442 8.50433 3.07383
0.000166477 262129 8.35969 2.95365
8.23164e-005 569238 8.67414 3.08732
4.49156e-005 750239 7.80972 2.25338
8.30386e-005 502909 8.01912 3.14022
0.00014129 341843 8.75653 3.78133
6.68686e-005 614886 7.84992 2.88922
7.72148e-005 565975 8.76922 3.42309
0.000120603 387510 8.693 3.38744
0.000125425 319809 7.56883 2.3992
0.000106456 356098 8.14199 3.00642
4.84374e-005 743553 7.77714 2.70653
7.65272e-005 516455 8.40988 4.30561
5.27413e-005 769311 9.09731 4.17395
0.000130865 337293 8.04214 2.9805
0.000118112 393370 9.53261 4.28878
0.000151271 314073 8.80572 3.38498
0.000171989 260294 8.46655 3.68187
0.000156112 308225 8.49272 3.46216
5.28843e-005 725580 8.11493 3.48832
0.000130175 363950 9.09847 3.57631
0.000176078 282863 8.76699 3.60881
6.75333e-005 575508 8.27127 3.35959
8.10584e-005 561851 9.02858 3.73204
0.000108691 378231 8.33983 3.09408
0.000128562 377048 8.5709 3.33415
4.00266e-005 1.02231e+006 8.87666 3.71063
0.000178932 272019 9.03669 3.65855
0.000157618 320788 8.83247 3.29386
0.000168509 318088 9.09721 3.63945
8.81443e-005 476500 9.25077 4.26479
0.000166056 293638 8.54202 3.5883
7.31863e-005 621291 8.83743 3.80095
0.000153357 305369 8.54976 2.9184
0.000227616 239724 9.19243 4.11032
0.000221836 266884 9.37644 3.47375
0.000226362 269833 9.75382 4.66315
0.000212543 270441 8.61542 3.05981
0.000235169 245853 9.42912 4.0489
0.000189088 275934 9.13803 3.77055
0.000174754 289072 8.67672 3.27553
0.000103213 416515 8.15522 2.57819
7.82595e-005 522781 8.35237 2.89441
7.06227e-005 551106 8.03726 2.8833
7.12164e-005 608144 9.24853 4.03281
0.000128177 366506 8.953 3.15168
5.92289e-005 727129 8.41141 3.33741
5.43585e-005 699795 8.51305 3.1982
8.78928e-005 461907 7.9902 2.57549
8.97813e-005 482729 8.84903 3.32779
0.000139861 330604 9.04457 3.83849
8.40292e-005 516941 8.56023 3.09148
0.000139554 345099 8.83302 3.47417
0.000152037 338530 9.56842 4.17297
0.00017943 300295 9.80275 4.17742
0.000113831 369522 8.66577 3.29251
0.000130174 381803 8.74523 3.51365
0.000155257 285457 9.19027 3.54003
0.000160949 274630 8.01439 2.68563
0.000181336 286980 8.90601 3.56169
0.000222496 259662 9.05993 3.5117
0.000216875 273905 9.04623 3.93577
0.000168666 286240 9.07433 3.95008
0.000123863 351005 8.28423 2.65984
0.000143783 341316 9.53922 4.17056
8.07689e-005 463479 7.81745 2.83273
9.6632e-005 426242 8.43413 3.18471
0.000196161 248954 9.23464 3.76933
0.000209658 241992 8.56245 3.4035
0.000167536 321490 8.77135 3.33524
0.000108826 394964 8.88872 3.30561
4.20875e-005 864331 7.58715 2.67755
8.28088e-005 520836 8.63666 3.57423
0.000142494 313961 8.43686 2.83026
0.000119255 378305 8.83777 4.03305
6.30171e-005 582243 8.1449 2.80248
0.000174422 301066 9.07664 4.01468
0.000130798 360209 9.03398 3.35549
4.5683e-005 845435 8.62752 3.21709
0.000107713 387028 8.76597 3.47011
0.000147088 334784 8.80487 3.56035
0.000197461 278487 9.44811 3.43632
0.000130302 365735 9.6091 4.01995
0.000147962 303109 8.12741 3.2137
0.000180841 295180 8.68356 3.23584
0.000184631 279750 8.84218 3.61871
0.000216357 249974 9.12937 4.17888
0.000207127 264884 9.60004 4.55646
0.000181676 281028 8.73137 3.45294
0.000185849 267524 9.04643 3.95086
0.000114192 397490 9.3873 4.09021
8.83523e-005 485668 8.40785 3.62144
8.7073e-005 468983 8.26356 3.37961
8.43311e-005 542005 8.70029 3.50232
6.2527e-005 631131 7.67222 2.9682
0.00016352 308702 9.3052 3.52499
0.00015277 302459 8.89407 3.67044
0.000144987 333303 9.16614 3.73461
0.000106214 370059 8.29113 2.62203
6.00474e-005 667730 8.44088 2.83366
8.62491e-005 513550 8.31433 3.062
0.000103264 462337 8.72741 3.37195
7.87818e-005 534361 8.54261 2.82933
0.000127991 347141 8.55726 3.48384
9.47559e-005 409245 7.85659 2.23478
8.79278e-005 494381 9.57168 4.36613
0.000126974 388586 8.83596 4.19783
0.000154017 323566 9.36882 3.83859
0.000145803 369395 9.35553 3.4235
0.000110165 362940 8.09873 2.66176
9.00796e-005 490057 8.37269 2.56038
0.000118923 378717 8.98815 3.97967
7.95917e-005 485860 8.1533 2.95937
0.000131458 323827 8.26469 2.83936
0.000111484 436797 8.95263 3.46664
0.000160107 315050 9.45221 4.09681
9.55341e-005 450541 8.55824 2.98534
4.56937e-005 857285 8.58548 3.19114
0.000120287 388495 8.36511 2.83981
0.000171304 286464 8.97569 3.6403
0.000128634 343609 8.25435 2.64965
0.000114214 372894 8.56825 2.65983
0.000100321 414443 9.46375 4.3071
9.20287e-005 485982 8.89191 3.69382
8.008e-005 483820 8.23649 3.04489
9.0639e-005 510353 8.22013 2.69208
9.37792e-005 427599 8.14695 2.44701
8.54401e-005 430510 7.96487 2.51988
0.000104244 400495 8.539 3.01814
7.70486e-005 552718 8.58058 3.42952
0.000119771 364225 8.53308 3.67302
0.00017834 297515 9.53777 4.34571
6.84355e-005 615315 8.59611 3.63289
9.38781e-005 406145 7.72163 2.05107
8.42496e-005 562199 9.43589 4.6301
5.78845e-005 688633 7.92276 2.45215
4.28305e-005 883360 8.21747 3.35749
5.80963e-005 781072 8.58547 3.59644
0.000112046 396065 8.57728 3.67626
8.29778e-005 495969 8.49429 2.98327
9.44326e-005 437450 8.76124 3.83503
0.0001301 322847 8.09203 2.4889
6.24568e-005 595257 8.47346 3.50262
0.000108566 390921 8.44816 2.97249
0.00016729 279967 8.56517 3.08838
8.37901e-005 492449 8.60861 3.07142
0.000135248 316863 8.66768 3.76595
6.42083e-005 566101 8.37498 3.04801
0.000109933 420436 8.86711 4.55212
0.000153319 310522 8.44108 2.85805
0.000154595 298520 8.30023 2.8959
0.000143162 322485 8.61782 3.87585
0.000124351 366506 8.78462 3.34987
0.000138458 332195 8.70975 3.33167
0.000120755 372861 8.80872 3.41377
0.000124255 339154 8.33013 3.33228
9.45028e-005 472605 8.49431 2.98129
0.000136274 334249 8.81063 3.40547
0.000149396 323360 9.60433 4.35631
7.25366e-005 555533 9.13679 4.08476
9.65073e-005 441941 8.3316 3.04596
0.000115577 391771 9.17946 4.25313
0.000109087 427503 8.79191 3.221
0.000189692 280592 9.29814 4.23965
0.000166774 326018 9.19022 3.4392
8.76292e-005 482086 8.26618 3.03281
0.000137315 331501 9.0341 3.8964
0.000173486 301033 8.58507 2.84704
0.000133604 325168 8.7524 3.72698
0.000155426 290724 8.11448 2.14349
0.000145761 329898 8.75825 3.17647
0.000112545 364902 8.19863 2.8961
0.000131586 344110 8.78713 3.57577
0.000115287 401828 8.63717 3.53332
5.69809e-005 655564 8.21997 2.82674
0.000135446 342952 8.40815 2.9984
0.000145674 349101 8.56581 2.92378
0.000107346 357220 8.26434 3.48811
3.7788e-005 997613 7.90775 2.98405
0.000111826 383733 8.46573 3.18196
0.000130802 333018 8.1122 2.6774
0.000115634 362755 8.61045 2.76724
5.36851e-005 791855 8.36845 3.03942
0.00010164 418786 9.10872 3.49447
9.22641e-005 484493 9.02953 3.33031
0.000132338 327906 8.29495 3.64724
0.000192857 282351 9.33734 3.89353
0.000221877 291601 9.60543 3.61616
0.000229923 246382 9.58348 4.71314
0.000200242 248163 9.00549 4.14176
0.000147586 335483 8.7654 3.24156
0.000118017 352838 9.09722 4.1026
0.000134773 370173 8.88723 3.43919
8.46439e-005 439805 8.3142 3.46767
9.72848e-005 419485 8.63707 2.71281
0.000134457 364667 8.88814 3.50269
0.0001728 281728 8.85165 3.6465
0.000119835 344155 8.68266 3.55006
0.000131716 314998 8.69619 3.95249
0.000153014 317570 8.861 3.40338
0.000125664 344713 8.36825 2.98939
0.000105219 423116 8.69327 3.27932
0.000106253 392347 8.80649 3.17113
0.000116796 383362 8.83423 3.68154
0.000106707 439819 8.6949 3.98818
0.000154774 293054 8.38968 2.9342
0.000126879 350016 8.91672 3.66901
0.000181083 331875 9.70446 4.207
0.000154391 305178 8.68389 4.00149
0.000107286 378268 8.49578 3.45314
0.000101549 421911 8.33609 2.78807
6.55843e-005 621768 8.56634 3.09599
0.000113484 355059 8.26933 3.2418
0.000122922 391780 8.34222 2.94479
0.000114888 388908 8.3468 4.09171
0.000112869 369065 8.09223 2.96688
9.45003e-005 446248 8.62448 3.45103
0.000126261 338947 8.35382 3.53841
9.46505e-005 467895 8.29045 3.23126
0.000128571 369508 9.21598 3.19232
0.000120308 407095 9.49929 4.03481
0.000147926 339277 9.22437 3.7573
0.000140727 365446 9.5831 4.3446
9.16967e-005 454514 7.8991 2.41123
9.26663e-005 416762 7.93126 2.38219
8.68863e-005 466056 8.53883 3.41663
7.31626e-005 558429 8.48876 3.60841
8.54266e-005 507610 8.31866 3.31882
0.000139155 337430 8.0988 3.24275
6.83954e-005 561523 7.62978 2.65388
0.000103836 416679 8.61417 3.23491
0.000133977 323477 8.41334 3.40301
9.24626e-005 460585 8.01084 3.00178
7.3511e-005 590709 8.64222 2.86179
6.39693e-005 548999 8.18233 4.24986
0.000150738 326895 9.1938 3.99896
7.58578e-005 555217 8.34825 3.09207
6.49038e-005 605033 8.01979 4.00568
0.000100279 408165 8.54266 3.49569
0.000145441 328450 8.24619 2.74503
8.64848e-005 516454 8.20993 2.63925
0.000134992 337221 8.78126 3.79179
0.000143843 308031 8.40969 3.0604
0.000128274 394767 8.93235 4.02941
9.70051e-005 405669 7.88527 2.91904
3.97877e-005 923354 8.03582 3.03228
4.52703e-005 946679 8.69459 3.71145
4.12179e-005 934814 8.51753 3.41685
8.74307e-005 444852 8.02984 2.89611
0.000124198 381502 9.16026 3.2762
0.000119421 372889 8.3873 3.73548
0.000134988 334292 8.13436 2.80293
0.00012962 346097 8.18363 2.98556
9.01997e-005 472063 8.59969 3.32846
0.000143002 341276 9.1625 4.3931
0.000133234 331480 8.45671 3.31303
0.000109425 402101 8.31222 3.07218
9.64723e-005 457191 9.20015 3.58881
7.14175e-005 582824 8.3751 3.52496
4.69531e-005 866625 8.75727 3.52225
8.76789e-005 540653 8.76877 3.20624
0.000107926 359697 8.11235 3.13885
9.82639e-005 459064 8.82008 3.56486
0.000104882 448228 8.25828 3.23954
0.000149291 317135 8.21673 3.05816
4.22026e-005 861199 8.42464 3.60207
0.00015416 281936 7.85594 2.5862
6.0025e-005 614635 8.26277 2.57738
9.08772e-005 506547 8.75704 3.63425
0.000137974 304425 8.12549 2.83328
0.000134528 322408 9.07318 3.82946
0.000131075 362453 8.90871 3.55139
6.8375e-005 595569 8.52462 3.62654
0.000113478 376158 8.13103 2.74997
0.00010963 386742 8.00538 2.88999
6.06503e-005 586954 8.52517 3.97008
0.000106119 446140 9.0864 4.10047
0.000105336 433493 8.83715 3.63988
0.000133667 319571 8.2543 2.2321
0.000118873 379657 8.67369 3.66307
0.000170341 278369 8.4318 2.61036
0.000174883 295487 9.55478 4.03853
6.92409e-005 617635 8.64616 3.75542
0.000118749 384530 8.19429 3.01613
0.000128323 386922 9.2753 3.38389
0.000123902 361002 8.64711 3.19975
0.000145747 295833 8.36655 2.47885
9.68882e-005 394543 8.37668 2.87524
0.000158889 309074 9.00695 3.33429
0.000160892 309043 9.11826 3.17942
0.000195253 285466 9.10196 3.93669
0.000227151 244868 8.98772 3.58755
0.000243917 263894 9.44968 4.12015
0.000189808 271890 9.49955 3.88748
0.000171418 274938 8.01626 2.83875
0.000144192 336349 8.8376 3.28781
0.000126283 423195 9.06502 3.59656
0.00016192 298937 8.90936 3.4226
0.000104945 421115 8.7284 4.00586
0.000137673 365630 9.29938 3.93772
0.000106424 377643 8.33388 2.80839
0.000161887 300665 8.71587 2.93149
0.000197038 252011 9.38927 3.70724
0.000175499 286411 9.22721 3.91341
0.000198215 303427 9.72682 4.33708
0.000164051 308781 8.77455 3.83835
0.000173261 276635 8.85504 4.00014
0.000142951 332739 9.00662 3.49457
0.00013522 344807 8.30436 3.12479
0.00010252 367667 7.68891 3.08728
0.000162131 306726 8.78646 3.8678
0.000149772 319661 8.62816 2.96947
0.000169025 291777 8.44769 3.00914
0.000150588 364349 9.41406 3.69635
0.00017823 305679 9.39983 4.55981
0.000231748 234724 8.63908 3.42779
0.000219022 253787 9.14277 3.84654
0.000173684 317787 9.56723 3.98287
0.000241365 237974 9.76645 4.798
0.000186896 277031 8.92076 3.16511
0.000128123 346844 9.02441 4.34593
0.000139724 376180 9.00756 3.65715
7.30627e-005 522329 8.57381 3.50059
0.000108962 422420 8.6249 2.97733
9.26522e-005 480171 8.53425 3.94299
0.000179054 284157 9.27429 3.34267
0.000155949 308953 9.11555 3.89634
6.63708e-005 606209 7.76851 2.73565
0.000105737 441361 8.12618 3.45279
3.18514e-005 1.12378e+006 8.36122 3.3667
2.73391e-005 1.41182e+006 8.05231 2.79102
3.77187e-005 1.05437e+006 8.87629 3.29091
0.000180621 256754 7.97364 2.67481
0.000161127 301933 8.94232 3.75318
0.000149391 337209 9.27126 4.01709
0.000208121 269662 9.74496 4.08092
0.000199659 268139 8.51499 2.50373
0.000202452 265032 8.93107 3.55724
0.000113756 376975 8.12736 3.08038
0.000142155 344898 8.51124 3.42238
0.000136933 375596 9.01756 3.77014
6.4361e-005 624172 8.73355 3.85965
8.6484e-005 475265 8.42684 2.97082
8.39261e-005 497340 8.67571 4.06013
5.4114e-005 725593 8.40635 3.15559
0.000125643 373841 8.24477 2.66689
0.000135552 354656 8.73135 4.03249
0.000131259 351358 8.42718 3.03704
0.00012554 366773 9.06402 3.41696
0.000180005 281245 9.02451 3.95205
0.000129845 345692 8.6754 3.31841
0.000124836 319957 8.57157 3.67726
8.50814e-005 488641 8.25858 3.4271
5.24046e-005 752120 8.31099 3.21746
0.000157414 297699 8.54314 3.34793
0.000167999 273613 8.09556 2.79135
0.000189299 274875 8.7581 3.24401
0.000230661 254492 9.4003 3.8499
0.000242782 228390 9.02587 3.75391
0.0002481 240179 9.13395 3.44195
0.000214681 269491 9.18191 3.67632
0.000233008 228638 9.23238 4.049
0.000248565 237072 9.2966 3.76497
0.000188089 276278 8.79765 3.96101
0.000147055 312896 9.08785 3.19211
8.99306e-005 441973 8.32278 3.09732
0.00013444 335828 8.41202 2.95539
0.00014432 331452 8.9086 3.04699
0.000156666 306251 8.78716 3.34492
0.000180666 286706 8.74301 3.13082
0.000207318 271619 10.011 4.45548
0.000173672 295810 9.16965 3.32338
0.000117556 351618 8.33762 3.19949
7.16006e-005 540055 8.11959 2.90375
0.000142209 342486 9.41121 3.86086
0.000125465 347407 8.57266 3.88649
